date,oblast,alert_minutes,night_minutes,alert_count,alert_hours,night_hours,rolling_7d_alert_hours,rolling_7d_night_hours,rolling_30d_alert_hours,rolling_30d_night_hours
2024-06-20,Donetska oblast,765.3,268.25,8,12.755,4.471,66.56,23.857,273.111,90.154
2024-06-21,Donetska oblast,731.667,267.983,8,12.194,4.466,64.462,22.912,277.716,91.933
2024-06-22,Donetska oblast,833.316,304.81700000000006,6,13.889,5.08,69.018,24.064,280.613,94.554
2024-06-23,Donetska oblast,555.684,227.034,6,9.261,3.784,73.102,27.239,285.007,96.91
2024-06-24,Donetska oblast,247.38400000000001,51.05,6,4.123,0.851,69.208,25.791,282.203,93.822
2024-06-25,Donetska oblast,445.61600000000004,107.63300000000001,6,7.427,1.794,65.796,22.661,278.005,88.509
2024-06-26,Donetska oblast,719.3,335.033,10,11.988,5.584,71.637,26.03,281.621,91.538
2024-06-27,Donetska oblast,407.249,137.916,7,6.787,2.299,65.669,23.858,284.376,93.225
2024-06-28,Donetska oblast,779.05,193.38299999999998,4,12.984,3.223,66.459,22.615,288.663,94.636
2024-06-29,Donetska oblast,680.634,243.267,6,11.344,4.054,63.914,21.589,291.008,95.498
2024-06-30,Donetska oblast,550.716,87.316,5,9.179,1.455,63.832,19.26,292.506,95.551
2024-07-01,Donetska oblast,742.0319999999999,296.334,9,12.367,4.939,72.076,23.348,297.422,97.86
2024-07-02,Donetska oblast,311.084,76.417,5,5.185,1.274,69.834,22.828,288.934,96.856
2024-07-03,Donetska oblast,567.034,264.684,6,9.451,4.411,67.297,21.655,292.607,100.74
2024-07-04,Donetska oblast,780.918,287.66700000000003,6,13.015,4.794,73.525,24.15,293.842,102.475
2024-07-05,Donetska oblast,185.883,50.099999999999994,3,3.098,0.835,63.639,21.762,291.161,101.494
2024-07-06,Donetska oblast,803.167,271.3,5,13.386,4.522,65.681,22.23,296.954,103.354
2024-07-07,Donetska oblast,776.966,375.549,6,12.949,6.259,69.451,27.034,295.081,103.042
2024-07-08,Donetska oblast,596.767,314.35,6,9.946,5.239,67.03,27.334,298.003,107.129
2024-07-09,Donetska oblast,804.899,447.366,8,13.415,7.456,75.26,33.516,298.82,112.197
2024-07-10,Donetska oblast,637.05,307.016,7,10.618,5.117,76.427,34.222,299.939,115.123
2024-07-11,Donetska oblast,406.765,203.716,6,6.779,3.395,70.191,32.823,298.238,115.428
2024-07-12,Donetska oblast,849.433,293.91700000000003,4,14.157,4.899,81.25,36.887,299.327,112.948
2024-07-13,Donetska oblast,703.034,318.3,5,11.717,5.305,79.581,37.67,301.819,114.892
2024-07-14,Donetska oblast,722.116,312.966,7,12.035,5.216,78.667,36.627,299.562,114.697
2024-07-15,Donetska oblast,309.882,109.816,5,5.165,1.83,73.886,33.218,295.394,112.599
2024-07-16,Donetska oblast,388.13300000000004,169.55,4,6.469,2.826,66.94,28.588,296.686,114.816
2024-07-17,Donetska oblast,569.6,169.017,7,9.493,2.817,65.815,26.288,298.162,115.334
2024-07-18,Donetska oblast,691.067,331.717,7,11.518,5.529,70.554,28.422,298.841,115.939
2024-07-19,Donetska oblast,535.034,254.01699999999997,7,8.917,4.234,65.314,27.757,301.611,117.958
2024-07-20,Donetska oblast,479.766,199.433,4,7.996,3.324,61.593,25.776,296.852,116.811
2024-07-21,Donetska oblast,1148.7330000000002,395.783,6,19.146,6.596,68.704,27.156,303.804,118.941
2024-07-22,Donetska oblast,531.449,311.216,5,8.857,5.187,72.396,30.513,298.772,119.048
2024-07-23,Donetska oblast,427.31600000000003,252.53300000000002,6,7.122,4.209,73.049,31.896,296.633,119.473
2024-07-24,Donetska oblast,743.9,267.16700000000003,5,12.398,4.453,75.954,33.532,304.908,123.075
2024-07-25,Donetska oblast,504.866,91.783,4,8.414,1.53,72.85,29.533,305.895,122.811
2024-07-26,Donetska oblast,355.384,242.03300000000002,3,5.923,4.034,69.856,29.333,299.83,121.261
2024-07-27,Donetska oblast,667.934,297.951,6,11.132,4.966,72.992,30.975,304.175,123.928
2024-07-28,Donetska oblast,599.333,363.016,5,9.989,6.05,63.835,30.429,301.18,126.755
2024-07-29,Donetska oblast,517.067,145.0,5,8.618,2.417,63.596,27.659,298.454,125.118
2024-07-30,Donetska oblast,508.649,216.86599999999999,8,8.477,3.614,64.951,27.064,297.752,127.277
2024-07-31,Donetska oblast,899.367,462.867,4,14.989,7.714,67.542,30.325,300.374,130.052
2024-08-01,Donetska oblast,603.515,189.833,7,10.059,3.164,69.187,31.959,305.248,131.942
2024-08-02,Donetska oblast,916.95,364.36699999999996,5,15.282,6.073,78.546,33.998,311.079,133.604
2024-08-03,Donetska oblast,791.0,304.783,5,13.183,5.08,80.597,34.112,311.247,133.89
2024-08-04,Donetska oblast,698.734,352.501,5,11.646,5.875,82.254,33.937,319.795,138.93
2024-08-05,Donetska oblast,470.701,256.817,6,7.845,4.28,81.481,35.8,314.254,138.688
2024-08-06,Donetska oblast,686.883,400.75,4,11.448,6.679,84.452,38.865,312.753,139.108
2024-08-07,Donetska oblast,776.733,332.784,4,12.946,5.546,82.409,36.697,315.753,139.415
2024-08-08,Donetska oblast,587.634,183.717,7,9.794,3.062,82.144,36.595,312.132,135.021
2024-08-09,Donetska oblast,616.75,337.4,9,10.279,5.623,77.141,36.145,311.793,135.527
2024-08-10,Donetska oblast,567.417,226.9,6,9.457,3.782,73.415,34.847,314.471,135.914
2024-08-11,Donetska oblast,522.383,244.116,8,8.706,4.069,70.475,33.041,309.02,135.084
2024-08-12,Donetska oblast,366.85,146.483,6,6.114,2.441,68.744,31.202,303.417,132.22
2024-08-13,Donetska oblast,613.701,200.567,9,10.228,3.343,67.524,27.866,301.61,130.347
2024-08-14,Donetska oblast,405.601,188.067,11,6.76,3.134,61.338,25.454,303.205,131.651
2024-08-15,Donetska oblast,780.884,274.05,10,13.015,4.568,64.559,26.96,309.751,133.393
2024-08-16,Donetska oblast,492.51599999999996,262.58299999999997,9,8.209,4.376,62.489,25.713,308.467,134.952
2024-08-17,Donetska oblast,752.7660000000001,385.75,4,12.546,6.429,65.578,28.36,309.495,135.852
2024-08-18,Donetska oblast,538.749,181.10099999999997,8,8.979,3.018,65.851,27.309,309.557,134.636
2024-08-19,Donetska oblast,615.151,165.717,5,10.253,2.762,69.99,27.63,311.814,134.074
2024-08-20,Donetska oblast,533.7339999999999,250.884,8,8.896,4.181,68.658,28.468,301.564,131.659
2024-08-21,Donetska oblast,630.867,431.734,4,10.514,7.196,72.412,32.53,303.221,133.668
2024-08-22,Donetska oblast,267.31600000000003,99.767,5,4.455,1.663,63.852,29.625,300.554,131.122
2024-08-23,Donetska oblast,394.549,130.85,6,6.576,2.181,62.219,27.43,294.732,128.85
2024-08-24,Donetska oblast,319.41700000000003,116.1,5,5.324,1.935,54.997,22.936,291.642,129.255
2024-08-25,Donetska oblast,308.401,78.633,5,5.14,1.311,51.158,21.229,290.859,126.532
2024-08-26,Donetska oblast,493.384,140.934,5,8.223,2.349,49.128,20.816,287.95,123.915
2024-08-27,Donetska oblast,453.33299999999997,332.983,5,7.556,5.55,47.788,22.185,285.517,123.415
2024-08-28,Donetska oblast,510.699,240.399,5,8.512,4.007,45.786,18.996,285.411,125.005
2024-08-29,Donetska oblast,722.8,417.783,6,12.047,6.963,53.378,24.296,288.981,128.354
2024-08-30,Donetska oblast,706.2669999999999,311.5,6,11.771,5.192,58.573,27.307,285.763,125.832
2024-08-31,Donetska oblast,478.918,277.434,7,7.982,4.624,61.231,29.996,283.686,127.292
2024-09-01,Donetska oblast,414.634,19.2,6,6.911,0.32,63.002,29.005,275.315,121.539
2024-09-02,Donetska oblast,620.401,332.201,5,10.34,5.537,65.119,32.193,272.472,121.996
2024-09-03,Donetska oblast,497.267,105.417,5,8.288,1.757,65.851,28.4,269.114,117.878
2024-09-04,Donetska oblast,518.133,222.85,7,8.636,3.714,65.975,28.107,269.905,117.312
2024-09-05,Donetska oblast,455.349,166.599,6,7.589,2.777,61.517,23.921,266.046,113.41
2024-09-06,Donetska oblast,393.582,150.383,5,6.56,2.506,56.306,21.235,259.66,110.37
2024-09-07,Donetska oblast,335.633,148.984,8,5.594,2.483,53.918,19.094,255.46,109.791
2024-09-08,Donetska oblast,418.267,104.5,3,6.971,1.742,53.978,20.516,252.152,105.91
2024-09-09,Donetska oblast,315.81600000000003,113.1,6,5.264,1.885,48.902,16.864,247.959,104.013
2024-09-10,Donetska oblast,624.684,408.016,5,10.411,6.8,51.025,21.907,249.664,106.744
2024-09-11,Donetska oblast,649.451,299.067,8,10.824,4.984,53.213,23.177,254.374,109.287
2024-09-12,Donetska oblast,755.433,491.05,5,12.591,8.184,58.215,28.584,256.737,114.128
2024-09-13,Donetska oblast,340.45,206.96699999999998,5,5.674,3.449,57.329,29.527,255.651,114.443
2024-09-14,Donetska oblast,615.967,259.75,5,10.266,4.329,62.001,31.373,252.902,114.204
2024-09-15,Donetska oblast,449.983,196.85000000000002,4,7.5,3.281,62.53,32.912,252.193,113.109
2024-09-16,Donetska oblast,335.699,215.03300000000002,6,5.595,3.584,62.861,34.611,245.242,110.264
2024-09-17,Donetska oblast,580.133,224.666,9,9.669,3.744,62.119,31.555,245.932,110.99
2024-09-18,Donetska oblast,524.499,174.249,7,8.742,2.904,60.037,29.475,244.421,111.132
2024-09-19,Donetska oblast,365.983,117.133,7,6.1,1.952,53.546,23.243,241.625,108.903
2024-09-20,Donetska oblast,612.133,176.517,8,10.202,2.942,58.074,22.736,241.313,104.649
2024-09-21,Donetska oblast,450.5,189.917,7,7.508,3.165,55.316,21.572,244.366,106.151
2024-09-22,Donetska oblast,611.117,231.38300000000004,6,10.185,3.856,58.001,22.147,247.975,107.826
2024-09-23,Donetska oblast,438.88300000000004,216.983,6,7.315,3.616,59.721,22.179,249.966,109.507
2024-09-24,Donetska oblast,549.917,348.317,6,9.165,5.805,59.217,24.24,253.991,114.001
2024-09-25,Donetska oblast,451.884,272.584,4,7.531,4.543,58.006,25.879,253.299,116.195
2024-09-26,Donetska oblast,547.55,230.96699999999998,7,9.126,3.849,61.032,27.776,254.869,114.494
2024-09-27,Donetska oblast,594.434,400.533,3,9.907,6.676,60.737,31.51,256.264,117.163
2024-09-28,Donetska oblast,544.033,340.5,4,9.067,5.675,62.296,34.02,253.284,115.875
2024-09-29,Donetska oblast,416.333,84.63300000000001,4,6.939,1.411,59.05,31.575,248.452,112.094
2024-09-30,Donetska oblast,570.283,147.75,7,9.505,2.462,61.24,30.421,249.975,109.932
2024-10-01,Donetska oblast,356.65,37.084,5,5.944,0.618,58.019,25.234,249.008,110.23
2024-10-02,Donetska oblast,455.016,108.45,7,7.584,1.808,58.072,22.499,246.252,106.501
2024-10-03,Donetska oblast,330.634,200.5,5,5.511,3.342,54.457,21.992,243.475,108.086
2024-10-04,Donetska oblast,418.34999999999997,169.484,6,6.972,2.825,51.522,18.141,241.811,107.197
2024-10-05,Donetska oblast,456.783,198.167,5,7.613,3.303,50.068,15.769,241.835,107.723
2024-10-06,Donetska oblast,467.55,253.067,7,7.792,4.218,50.921,18.576,243.067,109.435
2024-10-07,Donetska oblast,451.899,209.149,8,7.532,3.486,48.948,19.6,245.005,110.438
2024-10-08,Donetska oblast,414.45000000000005,133.71699999999998,4,6.908,2.229,49.912,21.211,244.942,110.925
2024-10-09,Donetska oblast,506.916,157.083,7,8.449,2.618,50.777,22.021,248.127,111.658
2024-10-10,Donetska oblast,537.583,268.867,7,8.96,4.481,54.226,23.16,246.676,109.339
2024-10-11,Donetska oblast,537.799,214.166,7,8.963,3.569,56.217,23.904,244.815,107.924
2024-10-12,Donetska oblast,562.616,317.916,6,9.377,5.299,57.981,25.9,241.601,105.039
2024-10-13,Donetska oblast,269.501,130.167,3,4.492,2.169,54.681,23.851,240.419,103.759
2024-10-14,Donetska oblast,343.034,164.8,4,5.717,2.747,52.866,23.112,235.87,102.177
2024-10-15,Donetska oblast,361.9,226.567,5,6.032,3.776,51.99,24.659,234.402,102.672
2024-10-16,Donetska oblast,682.783,276.567,5,11.38,4.609,54.921,26.65,240.187,103.697
2024-10-17,Donetska oblast,343.533,160.5,3,5.726,2.675,51.687,24.844,236.244,102.628
2024-10-18,Donetska oblast,506.234,160.817,5,8.437,2.68,51.161,23.955,235.939,102.404
2024-10-19,Donetska oblast,507.116,257.784,5,8.452,4.296,50.236,22.952,238.291,104.748
2024-10-20,Donetska oblast,468.08299999999997,277.399,5,7.801,4.623,53.545,25.406,235.89,106.429
2024-10-21,Donetska oblast,381.583,205.95,4,6.36,3.432,54.188,26.091,234.742,106.696
2024-10-22,Donetska oblast,417.616,177.216,5,6.96,2.954,55.116,25.269,231.517,105.794
2024-10-23,Donetska oblast,757.583,469.55,3,12.626,7.826,56.362,28.486,236.828,110.004
2024-10-24,Donetska oblast,480.5,145.1,5,8.008,2.418,58.644,28.229,235.671,106.617
2024-10-25,Donetska oblast,510.48499999999996,195.184,5,8.508,3.253,58.715,28.802,236.648,105.327
2024-10-26,Donetska oblast,641.533,290.683,7,10.692,4.845,60.955,29.351,238.214,106.323
2024-10-27,Donetska oblast,566.0989999999999,152.75,6,9.435,2.546,62.589,27.274,237.742,102.193
2024-10-28,Donetska oblast,290.516,174.833,5,4.842,2.914,61.071,26.756,233.517,99.432
2024-10-29,Donetska oblast,535.283,0.0,3,8.921,0.0,63.032,23.802,235.499,98.021
2024-10-30,Donetska oblast,485.96700000000004,212.967,8,8.099,3.549,58.505,19.525,234.093,99.108
2024-10-31,Donetska oblast,650.283,235.899,5,10.838,3.932,61.335,21.039,238.987,102.422
2024-11-01,Donetska oblast,630.0160000000001,206.933,6,10.5,3.449,63.327,21.235,241.903,104.063
2024-11-02,Donetska oblast,615.449,292.483,5,10.257,4.875,62.892,21.265,246.649,105.596
2024-11-03,Donetska oblast,332.567,50.017,5,5.543,0.834,59.0,19.553,245.22,103.605
2024-11-04,Donetska oblast,302.467,179.3,3,5.041,2.988,59.199,19.627,242.648,103.29
2024-11-05,Donetska oblast,546.616,123.533,7,9.11,2.059,59.388,21.686,243.966,101.131
2024-11-06,Donetska oblast,580.4830000000001,172.35,6,9.675,2.872,60.964,21.009,246.109,100.517
2024-11-07,Donetska oblast,381.817,112.517,4,6.364,1.875,56.49,18.952,245.565,100.163
2024-11-08,Donetska oblast,609.75,175.533,6,10.162,2.926,56.152,18.429,247.278,100.471
2024-11-09,Donetska oblast,460.917,153.384,3,7.682,2.556,53.577,16.11,246.0,98.546
2024-11-10,Donetska oblast,422.016,255.01600000000002,4,7.034,4.25,55.068,19.526,244.071,99.227
2024-11-11,Donetska oblast,539.3489999999999,189.28300000000002,4,8.989,3.155,59.016,19.693,243.683,97.083
2024-11-12,Donetska oblast,646.718,239.367,6,10.779,3.989,60.685,21.623,249.97,98.903
2024-11-13,Donetska oblast,647.118,273.66700000000003,4,10.785,4.561,61.795,23.312,255.038,100.717
2024-11-14,Donetska oblast,328.816,162.833,5,5.48,2.714,60.911,24.151,254.486,99.655
2024-11-15,Donetska oblast,657.833,319.85,5,10.964,5.331,61.713,26.556,254.07,100.377
2024-11-16,Donetska oblast,656.216,310.966,5,10.937,5.183,64.968,29.183,259.281,102.885
2024-11-17,Donetska oblast,526.6659999999999,110.9,7,8.778,1.848,66.712,26.781,259.622,102.053
2024-11-18,Donetska oblast,679.817,234.233,8,11.33,3.904,69.053,27.53,262.5,101.661
2024-11-19,Donetska oblast,498.95000000000005,162.05,5,8.316,2.701,66.59,26.242,263.015,99.739
2024-11-20,Donetska oblast,781.917,166.36700000000002,3,13.032,2.773,68.837,24.454,269.687,99.08
2024-11-21,Donetska oblast,673.8,212.767,3,11.23,3.546,74.587,25.286,273.957,99.672
2024-11-22,Donetska oblast,329.73299999999995,101.85,4,5.496,1.698,69.119,21.653,266.827,93.544
2024-11-23,Donetska oblast,297.766,84.08300000000001,4,4.963,1.401,63.145,17.871,263.782,92.527
2024-11-24,Donetska oblast,237.866,120.0,3,3.964,2.0,58.331,18.023,259.238,91.274
2024-11-25,Donetska oblast,758.917,321.767,5,12.649,5.363,59.65,19.482,261.195,91.792
2024-11-26,Donetska oblast,448.15,254.167,6,7.469,4.236,58.803,21.017,259.229,93.482
2024-11-27,Donetska oblast,102.93299999999999,43.133,3,1.716,0.719,47.487,18.963,256.103,91.287
2024-11-28,Donetska oblast,733.467,473.8,4,12.224,7.897,48.481,23.314,259.406,99.184
2024-11-29,Donetska oblast,522.766,294.733,5,8.713,4.912,51.698,26.528,260.02,100.547
2024-11-30,Donetska oblast,46.85,0.0,1,0.781,0.0,47.516,25.127,249.963,96.615
2024-12-01,Donetska oblast,218.51600000000002,0.0,3,3.642,0.0,47.194,23.127,243.105,93.166
2024-12-02,Donetska oblast,149.333,0.0,1,2.489,0.0,37.034,17.764,235.337,88.291
2024-12-03,Donetska oblast,449.46599999999995,125.1,4,7.491,2.085,37.056,15.613,237.285,89.542
2024-12-04,Donetska oblast,379.9,70.667,3,6.332,1.178,41.672,16.072,238.576,87.732
2024-12-05,Donetska oblast,388.51700000000005,84.4,5,6.475,1.407,35.923,9.582,235.941,87.08
2024-12-06,Donetska oblast,302.58299999999997,0.0,4,5.043,0.0,32.253,4.67,231.309,84.208
2024-12-07,Donetska oblast,406.66700000000003,26.417,4,6.778,0.44,38.25,5.11,231.723,82.773
2024-12-08,Donetska oblast,408.567,187.95,5,6.809,3.132,41.417,8.242,228.37,82.979
2024-12-09,Donetska oblast,189.85,53.2,4,3.164,0.887,42.092,9.129,223.852,81.31
2024-12-10,Donetska oblast,409.26699999999994,93.916,3,6.821,1.565,41.422,8.609,223.639,78.625
2024-12-11,Donetska oblast,287.18399999999997,0.0,3,4.786,0.0,39.876,7.431,219.436,75.47
2024-12-12,Donetska oblast,235.033,60.75,2,3.917,1.012,37.318,7.036,212.574,72.493
2024-12-13,Donetska oblast,748.966,315.567,4,12.483,5.259,44.758,12.295,214.272,73.191
2024-12-14,Donetska oblast,746.1510000000001,159.817,3,12.436,2.664,50.416,14.519,221.228,73.141
2024-12-15,Donetska oblast,463.201,151.767,6,7.72,2.529,51.327,13.916,217.984,70.339
2024-12-16,Donetska oblast,304.41700000000003,0.0,2,5.074,0.0,53.237,13.029,212.121,65.156
2024-12-17,Donetska oblast,601.85,182.95,5,10.031,3.049,56.447,14.513,213.374,66.357
2024-12-18,Donetska oblast,526.368,70.63399999999999,4,8.773,1.177,60.434,15.69,210.817,63.63
2024-12-19,Donetska oblast,704.9,370.75,6,11.748,6.179,68.265,20.857,214.249,67.108
2024-12-20,Donetska oblast,674.651,308.101,7,11.244,5.135,67.026,20.733,212.461,69.47
2024-12-21,Donetska oblast,493.0,192.566,7,8.217,3.209,62.807,21.278,209.448,69.133
2024-12-22,Donetska oblast,371.868,228.851,3,6.198,3.814,61.285,22.563,210.15,71.249
2024-12-23,Donetska oblast,452.183,129.783,5,7.536,2.163,63.747,24.726,212.723,72.011
2024-12-24,Donetska oblast,423.117,203.067,5,7.052,3.384,60.768,25.061,215.811,73.395
2024-12-25,Donetska oblast,730.9159999999999,398.334,5,12.182,6.639,64.177,30.523,215.344,74.671
2024-12-26,Donetska oblast,595.317,208.23399999999998,4,9.922,3.471,62.351,27.815,217.797,73.906
2024-12-27,Donetska oblast,136.367,0.0,2,2.273,0.0,53.38,22.68,218.354,73.187
2024-12-28,Donetska oblast,2.933,0.0,1,0.049,0.0,45.212,19.471,206.179,65.29
2024-12-29,Donetska oblast,288.15000000000003,120.0,2,4.802,2.0,43.816,17.657,202.268,62.378
2024-12-30,Donetska oblast,192.166,102.033,3,3.203,1.701,39.483,17.195,204.69,64.079
2024-12-31,Donetska oblast,568.8,266.33299999999997,5,9.48,4.439,41.911,18.25,210.528,68.518
2025-01-01,Donetska oblast,210.6,0.0,5,3.51,0.0,33.239,11.611,211.549,68.518
2025-01-02,Donetska oblast,937.417,345.5,6,15.624,5.758,38.941,13.898,219.682,72.191
2025-01-03,Donetska oblast,666.934,303.83299999999997,5,11.116,5.064,47.784,18.962,224.466,76.077
2025-01-04,Donetska oblast,318.834,173.334,6,5.314,2.889,53.049,21.851,223.305,77.559
2025-01-05,Donetska oblast,640.966,295.584,8,10.683,4.926,58.93,24.777,228.945,82.485
2025-01-06,Donetska oblast,762.567,307.2,5,12.709,5.12,68.436,28.196,234.876,87.165
2025-01-07,Donetska oblast,356.3,46.1,5,5.938,0.768,64.894,24.525,234.005,84.801
2025-01-08,Donetska oblast,313.783,146.45000000000002,4,5.23,2.441,66.614,26.966,236.071,86.355
2025-01-09,Donetska oblast,511.99899999999997,134.683,5,8.533,2.245,59.523,23.453,237.783,87.035
2025-01-10,Donetska oblast,762.3340000000001,305.683,8,12.706,5.095,61.113,23.484,245.703,92.13
2025-01-11,Donetska oblast,474.49899999999997,197.017,3,7.908,3.284,63.707,23.879,249.694,94.402
2025-01-12,Donetska oblast,463.81600000000003,120.0,4,7.73,2.0,60.754,20.953,244.941,91.143
2025-01-13,Donetska oblast,437.66700000000003,165.3,3,7.294,2.755,55.339,18.588,239.799,91.234
2025-01-14,Donetska oblast,588.716,303.15,5,9.812,5.052,59.213,22.872,241.891,93.757
2025-01-15,Donetska oblast,478.568,211.75,6,7.976,3.529,61.959,23.96,244.793,97.286
2025-01-16,Donetska oblast,311.417,119.134,7,5.19,1.986,58.616,23.701,239.952,96.223
2025-01-17,Donetska oblast,234.65,120.0,2,3.911,2.0,49.821,20.606,235.09,97.046
2025-01-18,Donetska oblast,578.783,105.466,8,9.646,1.758,51.559,19.08,232.988,92.625
2025-01-19,Donetska oblast,127.217,13.967,4,2.12,0.233,45.949,17.313,223.864,87.723
2025-01-20,Donetska oblast,580.866,311.249,6,9.681,5.187,48.336,19.745,225.328,89.701
2025-01-21,Donetska oblast,640.9830000000001,432.817,5,10.683,7.214,49.207,21.907,229.813,93.101
2025-01-22,Donetska oblast,562.234,257.617,5,9.371,4.294,50.602,22.672,231.648,95.232
2025-01-23,Donetska oblast,443.55,225.983,3,7.392,3.766,52.804,24.452,231.988,95.614
2025-01-24,Donetska oblast,321.533,120.0,6,5.359,2.0,54.252,24.452,225.165,90.975
2025-01-25,Donetska oblast,315.7,153.35,3,5.262,2.556,49.868,25.25,220.505,90.06
2025-01-26,Donetska oblast,331.017,210.35,2,5.517,3.506,53.265,28.523,223.749,93.566
2025-01-27,Donetska oblast,268.416,94.283,4,4.474,1.571,48.058,24.907,228.174,95.137
2025-01-28,Donetska oblast,452.185,172.517,5,7.536,2.875,44.911,20.568,230.908,96.012
2025-01-29,Donetska oblast,469.63300000000004,242.267,6,7.827,4.038,43.367,20.312,235.532,98.349
2025-01-30,Donetska oblast,485.58299999999997,310.66700000000003,5,8.093,5.178,44.068,21.724,234.145,99.088
2025-01-31,Donetska oblast,459.918,316.834,5,7.665,5.281,46.374,25.005,238.3,104.369
2025-02-01,Donetska oblast,740.183,420.0,2,12.336,7.0,53.448,29.449,235.012,105.611
2025-02-02,Donetska oblast,595.799,199.63299999999998,7,9.93,3.327,57.861,29.27,233.826,103.874
2025-02-03,Donetska oblast,450.267,296.2,5,7.504,4.937,60.891,32.636,236.016,105.922
2025-02-04,Donetska oblast,338.833,94.68299999999999,6,5.647,1.578,59.002,31.339,230.98,102.574
2025-02-05,Donetska oblast,594.784,312.784,5,9.913,5.213,61.088,32.514,228.184,102.667
2025-02-06,Donetska oblast,420.516,134.083,6,7.009,2.235,60.004,29.571,229.255,104.134
2025-02-07,Donetska oblast,566.018,307.43399999999997,6,9.434,5.124,61.773,29.414,233.459,106.817
2025-02-08,Donetska oblast,488.66700000000003,162.883,5,8.144,2.715,57.581,25.129,233.07,107.287
2025-02-09,Donetska oblast,502.183,207.95,8,8.37,3.466,56.021,25.268,228.734,105.658
2025-02-10,Donetska oblast,547.701,186.584,5,9.128,3.11,57.645,23.441,229.954,105.484
2025-02-11,Donetska oblast,771.566,406.35,7,12.859,6.772,64.857,28.635,235.083,110.256
2025-02-12,Donetska oblast,622.35,325.8,5,10.372,5.43,65.316,28.852,238.161,112.931
2025-02-13,Donetska oblast,521.217,345.784,5,8.687,5.763,66.994,32.38,237.036,113.642
2025-02-14,Donetska oblast,407.899,203.19899999999998,4,6.798,3.387,64.358,30.643,235.858,113.5
2025-02-15,Donetska oblast,254.41699999999997,89.1,2,4.24,1.485,60.454,29.413,234.908,112.999
2025-02-16,Donetska oblast,194.751,103.0,5,3.246,1.717,55.33,27.664,234.243,112.716
2025-02-17,Donetska oblast,572.599,237.65,5,9.543,3.961,55.745,28.515,234.14,114.919
2025-02-18,Donetska oblast,800.2,361.16700000000003,5,13.337,6.019,56.223,27.762,245.357,120.705
2025-02-19,Donetska oblast,660.116,206.733,5,11.002,3.446,56.853,25.778,246.678,118.964
2025-02-20,Donetska oblast,772.817,214.53300000000002,4,12.88,3.576,61.046,23.591,248.875,115.326
2025-02-21,Donetska oblast,939.8,446.317,4,15.663,7.439,69.911,27.643,255.167,118.471
2025-02-22,Donetska oblast,628.117,311.567,4,10.469,5.193,76.14,31.351,258.244,119.898
2025-02-23,Donetska oblast,301.483,200.03300000000002,5,5.025,3.334,77.919,32.968,257.91,121.232
2025-02-24,Donetska oblast,150.38299999999998,31.85,3,2.506,0.531,70.882,29.538,255.154,119.207
2025-02-25,Donetska oblast,695.667,471.017,4,11.594,7.85,69.139,31.369,261.231,123.551
2025-02-26,Donetska oblast,329.099,125.966,4,5.485,2.099,63.622,30.022,262.242,124.079
2025-02-27,Donetska oblast,500.05,276.467,6,8.334,4.608,59.076,31.054,263.04,125.812
2025-02-28,Donetska oblast,646.8000000000001,367.65000000000003,4,10.78,6.128,54.193,29.743,265.993,127.902
2025-03-01,Donetska oblast,921.55,448.5,4,15.359,7.475,59.083,32.025,273.259,130.199
2025-03-02,Donetska oblast,544.366,229.683,6,9.073,3.828,63.131,32.519,274.667,128.746
2025-03-03,Donetska oblast,414.801,301.783,7,6.913,5.03,67.538,37.018,269.244,126.776
2025-03-04,Donetska oblast,629.267,457.467,4,10.488,7.624,66.432,36.792,269.802,131.073
2025-03-05,Donetska oblast,878.717,364.717,4,14.645,6.079,75.592,40.772,276.943,132.215
2025-03-06,Donetska oblast,447.93399999999997,357.017,5,7.466,5.95,74.724,42.114,278.762,136.587
2025-03-07,Donetska oblast,761.933,342.017,4,12.699,5.7,76.643,41.686,281.548,137.074
2025-03-08,Donetska oblast,440.69899999999996,303.666,6,7.345,5.061,68.629,39.272,281.884,139.9
2025-03-09,Donetska oblast,582.216,224.69899999999998,4,9.704,3.745,69.26,39.189,282.154,138.521
2025-03-10,Donetska oblast,478.083,323.0,5,7.968,5.383,70.315,39.542,281.978,141.189
2025-03-11,Donetska oblast,403.28299999999996,162.85,4,6.721,2.714,66.548,34.632,280.329,140.437
2025-03-12,Donetska oblast,652.4830000000001,257.25,5,10.875,4.288,62.778,32.841,282.076,141.615
2025-03-13,Donetska oblast,629.9509999999999,408.83399999999995,4,10.499,6.814,65.811,33.705,279.716,141.657
2025-03-14,Donetska oblast,733.533,253.26600000000002,5,12.226,4.221,65.338,32.226,281.57,140.448
2025-03-15,Donetska oblast,550.4839999999999,338.4,4,9.175,5.64,67.168,32.805,282.058,140.325
2025-03-16,Donetska oblast,411.668,228.234,3,6.861,3.804,64.325,32.864,282.121,140.742
2025-03-17,Donetska oblast,610.35,432.43300000000005,5,10.173,7.207,66.53,34.688,288.054,146.464
2025-03-18,Donetska oblast,369.367,132.467,3,6.156,2.208,65.965,34.182,290.964,146.955
2025-03-19,Donetska oblast,777.233,323.13300000000004,6,12.954,5.386,68.044,35.28,294.375,148.38
2025-03-20,Donetska oblast,621.1,366.217,5,10.352,6.104,67.897,34.57,291.39,148.465
2025-03-21,Donetska oblast,708.016,342.366,4,11.8,5.706,67.471,36.055,292.188,150.725
